Ch.,B,A,x0,y0,Ra,Dec,FWHMx,FWHMy,Mag,Beta,r,Angle,RMSE
0,0.025823,0.0244137,3714.38,1986.12,265.02,-31.9508,7.53181,5.70903,-0.206844,-1,0.757988,-86.7444,0.00167035
0,0.0258146,0.0264636,2673.4,2585.45,265.321,-32.606,3.60252,3.23755,-0.206569,-1,0.89869,-2.66687,0.00237373
0,0.0256422,0.0394394,2924.77,2467.51,265.266,-32.4506,4.68748,4.28001,-0.200849,-1,0.913071,-80.4149,0.000519986
0,0.0256641,0.0398179,2992.95,1954.63,264.923,-32.3659,4.66916,4.26092,-0.200482,-1,0.912566,-85.5234,0.000514639
0,0.0256006,0.0173719,3234.51,2238.07,265.142,-32.2513,10.198,10.1615,-0.196778,-1,0.996418,-85.0185,0.0025909
0,0.0256303,0.0377209,3520.75,1805.57,264.877,-32.047,4.72363,4.31114,-0.195946,-1,0.912676,-87.0033,0.000500286
0,0.0259152,0.0377552,3185.54,2663.37,265.427,-32.3167,4.01365,3.81269,-0.19444,-1,0.949931,-49.5117,0.00116311
0,0.0258401,0.0228585,2814.57,2675.54,265.397,-32.5323,3.38318,2.97788,-0.190035,-1,0.8802,-9.01315,0.00243264
0,0.0256589,0.0311595,3079.74,2088.9,265.023,-32.3277,4.96187,4.77786,-0.188529,-1,0.962916,-33.7385,0.000619979
0,0.025631,0.0361538,3058.01,2198.91,265.096,-32.35,4.65853,4.30521,-0.185357,-1,0.924156,86.1203,0.000486856
0,0.0255939,0.0335752,3271.76,2453.93,265.293,-32.2486,4.82174,4.45905,-0.184939,-1,0.92478,-88.8569,0.000453115
0,0.0256881,0.0364417,3069.31,2375.78,265.218,-32.359,4.71311,4.17634,-0.183445,-1,0.886111,-84.1558,0.000519264
0,0.0256126,0.035447,3047.63,2639.81,265.397,-32.3945,4.66237,4.30403,-0.182031,-1,0.923141,-85.085,0.000471178
0,0.0255145,0.0201623,3576.36,1835.88,264.903,-32.0175,6.69097,6.6832,-0.179664,-1,0.998839,-7.08362,0.00129419
0,0.0255296,0.015385,3437.4,1986.3,264.991,-32.1115,8.92049,8.78564,-0.178846,-1,0.984883,-84.4337,0.00190505
0,0.0254806,0.0195508,3517.02,2464.26,265.325,-32.1074,7.52277,5.86651,-0.177181,-1,0.779833,86.6918,0.000980732
0,0.0256597,0.0348164,3387.98,2209.19,265.138,-32.1599,4.16002,3.77588,-0.176784,-1,0.907659,87.0395,0.00071477
0,0.025549,0.0335752,3556.83,1866.98,264.922,-32.0316,4.77711,4.28123,-0.176395,-1,0.896196,87.5576,0.00045519
0,0.0266642,0.0353367,3050.77,2057.51,264.999,-32.3417,4.53517,4.1849,-0.172707,-1,0.922767,79.9621,0.00185669
0,0.0255775,0.033735,3509.46,2721.84,265.5,-32.134,4.7926,4.1671,-0.172524,-1,0.869486,86.2216,0.000459104
0,0.0256279,0.0304719,2680.89,2506.91,265.268,-32.5949,5.11825,4.26411,-0.171306,-1,0.833118,-79.2836,0.000546502
0,0.0254984,0.0176765,3304.22,1828.17,264.869,-32.1745,7.52143,6.21421,-0.16798,-1,0.8262,-1.1915,0.00102831
0,0.0255155,0.0194253,3187.83,1783.74,264.827,-32.2379,3.91266,3.73951,-0.16359,-1,0.955746,-78.2345,0.00164291
0,0.0256459,0.0264962,2972.43,2018.14,264.964,-32.3835,6.12399,5.54276,-0.161009,-1,0.905089,-72.3831,0.00095041
0,0.0256465,0.031383,3211.97,2691.84,265.449,-32.3038,4.61652,4.26932,-0.160141,-1,0.924793,87.982,0.000455562
0,0.0255964,0.0286015,3551.58,2408.83,265.291,-32.0825,4.81045,4.48888,-0.159779,-1,0.933152,78.1587,0.000389052
0,0.025425,0.018506,2705.45,1823.5,264.803,-32.5202,7.16575,6.91701,-0.15675,-1,0.965288,-9.43051,0.00116117
0,0.025367,0.0131774,2828.34,1726.14,264.749,-32.4405,8.68239,8.5202,-0.156109,-1,0.98132,-84.3434,0.00146038
0,0.0255378,0.0291138,3331.91,1901.36,264.922,-32.165,4.65993,4.35748,-0.153366,-1,0.935096,-86.8729,0.0004234
0,0.0259101,0.0176437,3356.39,2296.94,265.195,-32.1859,6.8541,6.84745,-0.152429,-1,0.99903,-5.65116,0.00178426
0,0.0255322,0.0135849,2803.39,2541.16,265.304,-32.5271,7.71564,7.43375,-0.146614,-1,0.963464,-11.7914,0.00124263
0,0.0254837,0.0277296,3644.42,2551.06,265.398,-32.041,4.675,4.32671,-0.145969,-1,0.925499,85.8731,0.000389455
0,0.0253094,0.010969,3502.34,2041.2,265.035,-32.0787,9.30713,5.64155,-0.145208,-1,0.606153,-86.0553,0.000756575
0,0.0256252,0.0270806,3373.16,2196.57,265.128,-32.1674,4.53988,4.53919,-0.145053,-1,0.999849,-13.5326,0.00044429
0,0.0255439,0.0188476,3129.57,2719.56,265.46,-32.3539,6.78515,6.56669,-0.144738,-1,0.967804,-9.00996,0.00115224
0,0.0255868,0.02588,3301.66,2441.67,265.288,-32.2303,4.7822,4.43584,-0.143055,-1,0.927573,-81.8297,0.000410688
0,0.0255047,0.0283689,2646.63,1960.01,264.89,-32.5664,4.53548,4.24773,-0.1427,-1,0.936556,80.7383,0.000386252
0,0.0254882,0.0142833,3307.26,1632,264.736,-32.155,7.00687,6.99117,-0.141173,-1,0.997759,-4.27338,0.00109634
0,0.0254355,0.012177,3094.28,2169.25,265.08,-32.3264,8.86586,5.26836,-0.140598,-1,0.594231,-73.4212,0.000808274
