Ch.,B,A,x0,y0,Ra,Dec,FWHMx,FWHMy,Mag,Beta,r,Angle,RMSE
0,0.0258718,0.0994214,2769.59,1651.94,264.692,-32.4676,4.05087,3.86949,-0.365163,-1,0.955225,82.2694,0.000758614
0,0.0259132,0.0955088,2695.99,2614.28,265.343,-32.5954,4.16038,3.86243,-0.36048,-1,0.928385,-83.695,0.000711035
0,0.0259018,0.0935588,3655.72,1723.81,264.835,-31.9613,4.21762,3.85432,-0.357683,-1,0.913863,84.685,0.000751951
0,0.025941,0.0953422,2788.76,2191.76,265.063,-32.505,4.13923,3.78267,-0.35235,-1,0.91386,80.6669,0.000751968
0,0.0258903,0.0600585,3324.62,2595.18,265.395,-32.2303,7.54162,3.86835,-0.348057,-1,0.512934,-13.8331,0.00307299
0,0.0260877,0.0924525,3229.74,2215.83,265.126,-32.2521,4.1842,3.73391,-0.342249,-1,0.892384,86.9774,0.000891035
0,0.0266974,0.0663473,3091.61,1919.55,264.909,-32.3057,3.72632,3.52479,-0.34032,-1,0.945916,-70.1925,0.00317001
0,0.0259222,0.0912759,2995.92,2445.87,265.259,-32.4076,4.07898,3.7929,-0.336097,-1,0.929865,79.3696,0.000729802
0,0.0260826,0.0519556,3507.76,1856.63,264.91,-32.0591,3.48624,3.37866,-0.332894,-1,0.969141,-69.4264,0.00406626
0,0.0259339,0.0864612,3496.66,2677.85,265.469,-32.1376,4.14942,3.8322,-0.328086,-1,0.923551,-86.2901,0.000686475
0,0.025691,0.0237751,2981.09,2275.46,265.141,-32.4012,9.22541,9.18863,-0.327359,-1,0.996014,-2.48194,0.00381952
0,0.0258933,0.0825056,3564.74,1799.57,264.877,-32.0209,4.22103,3.88823,-0.323704,-1,0.921155,-89.5304,0.000689769
0,0.0255138,0.0321164,3714.37,1986.12,265.02,-31.9508,8.36923,5.7171,-0.321388,-1,0.683109,-86.9458,0.00239712
