# 2000 stars found using the following parameters:
# sigma=1.00 roundness=0.50 radius=5 relax=0 profile=0 minbeta=1.5 max_stars=2000 layer=0 minA=0.00 maxA=0.00 maxR=1.00
# star#	layer	B	A	beta	X	Y	FWHMx [px]	FWHMy [px]	FWHMx ["]	FWHMy ["]	angle	RMSE	mag	Profile	RA	Dec
315	0	  0.025950	  0.193651	     -1.00	   4237.99	     60.00	      2.11	      1.83	      4.44	      3.85	46.10	 1.666e-03	     -0.67	Gaussian	0.000000	0.000000
316	0	  0.026221	  0.127161	     -1.00	   2205.45	   2685.28	      3.57	      2.67	      7.51	      5.62	18.14	 7.556e-03	     -0.66	Gaussian	0.000000	0.000000
317	0	  0.026510	  0.207461	     -1.00	   2952.59	   2024.78	      1.96	      1.83	      4.11	      3.85	-81.49	 1.477e-03	     -0.66	Gaussian	0.000000	0.000000
318	0	  0.025998	  0.143762	     -1.00	   1739.05	   3336.33	      2.71	      2.27	      5.70	      4.77	33.79	 4.294e-03	     -0.66	Gaussian	0.000000	0.000000
319	0	  0.026335	  0.198902	     -1.00	   2270.75	    802.71	      2.02	      1.83	      4.25	      3.84	35.98	 1.510e-03	     -0.66	Gaussian	0.000000	0.000000
320	0	  0.026066	  0.200471	     -1.00	   5345.19	   2169.89	      2.01	      1.82	      4.23	      3.83	48.58	 1.608e-03	     -0.66	Gaussian	0.000000	0.000000
321	0	  0.026421	  0.128813	     -1.00	   2340.52	   2587.12	      1.62	      1.44	      3.41	      3.03	63.00	 9.953e-03	     -0.66	Gaussian	0.000000	0.000000
322	0	  0.026004	  0.196971	     -1.00	   5449.67	   2429.63	      2.05	      1.82	      4.32	      3.82	52.32	 1.542e-03	     -0.66	Gaussian	0.000000	0.000000
323	0	  0.026510	  0.204366	     -1.00	   3448.82	   2155.75	      1.97	      1.83	      4.14	      3.84	-87.06	 1.532e-03	     -0.66	Gaussian	0.000000	0.000000
324	0	  0.026544	  0.168463	     -1.00	   3001.01	   3123.72	      2.57	      1.95	      5.40	      4.09	1.36	 4.507e-03	     -0.65	Gaussian	0.000000	0.000000
325	0	  0.026544	  0.119916	     -1.00	   1048.64	   3011.59	      1.66	      1.61	      3.49	      3.39	76.87	 8.732e-03	     -0.65	Gaussian	0.000000	0.000000
326	0	  0.026058	  0.123708	     -1.00	   2381.67	   2242.24	      3.04	      2.55	      6.38	      5.35	62.13	 4.625e-03	     -0.65	Gaussian	0.000000	0.000000
327	0	  0.025981	  0.109553	     -1.00	   5798.60	    436.97	      1.82	      1.64	      3.83	      3.45	69.58	 8.514e-03	     -0.65	Gaussian	0.000000	0.000000
328	0	  0.026353	  0.200000	     -1.00	   3283.69	   3564.60	      1.96	      1.82	      4.13	      3.82	75.38	 1.411e-03	     -0.64	Gaussian	0.000000	0.000000
329	0	  0.026101	  0.182277	     -1.00	   2611.27	    165.78	      2.12	      1.85	      4.45	      3.88	36.62	 1.562e-03	     -0.64	Gaussian	0.000000	0.000000
330	0	  0.026308	  0.130877	     -1.00	   3292.00	   1158.58	      2.96	      2.50	      6.22	      5.26	2.40	 6.220e-03	     -0.64	Gaussian	0.000000	0.000000
331	0	  0.026951	  0.178713	     -1.00	   3377.48	   1751.61	      2.71	      2.37	      5.69	      4.97	53.22	 6.073e-03	     -0.64	Gaussian	0.000000	0.000000
332	0	  0.026140	  0.144956	     -1.00	   2173.27	   2234.60	      2.96	      2.43	      6.22	      5.11	20.58	 5.857e-03	     -0.64	Gaussian	0.000000	0.000000
333	0	  0.026353	  0.196487	     -1.00	   3727.61	   3099.68	      1.97	      1.84	      4.13	      3.87	79.76	 1.434e-03	     -0.64	Gaussian	0.000000	0.000000
334	0	  0.026209	  0.181387	     -1.00	   1429.93	   2937.67	      1.98	      1.98	      4.16	      4.16	64.65	 1.553e-03	     -0.64	Gaussian	0.000000	0.000000
335	0	  0.026086	  0.123577	     -1.00	   2304.41	   2551.40	      3.20	      2.15	      6.73	      4.53	43.14	 4.945e-03	     -0.64	Gaussian	0.000000	0.000000
336	0	  0.025965	  0.150748	     -1.00	   2717.44	   1386.07	      2.63	      2.23	      5.53	      4.69	50.32	 3.995e-03	     -0.64	Gaussian	0.000000	0.000000
337	0	  0.025816	  0.139429	     -1.00	    809.15	   2025.50	      2.51	      2.25	      5.28	      4.73	40.48	 2.207e-03	     -0.64	Gaussian	0.000000	0.000000
338	0	  0.025825	  0.095535	     -1.00	   3515.78	   1087.40	      3.43	      3.35	      7.21	      7.03	76.47	 7.150e-03	     -0.63	Gaussian	0.000000	0.000000
339	0	  0.026534	  0.188483	     -1.00	   3276.92	   2083.68	      2.00	      1.84	      4.19	      3.88	88.65	 1.389e-03	     -0.63	Gaussian	0.000000	0.000000
340	0	  0.025782	  0.080589	     -1.00	    125.87	   1890.03	      3.37	      3.16	      7.09	      6.63	85.28	 3.866e-03	     -0.63	Gaussian	0.000000	0.000000
341	0	  0.024887	  0.056064	     -1.00	   1956.96	   3232.29	      4.56	      4.52	      9.59	      9.49	83.51	 7.423e-03	     -0.63	Gaussian	0.000000	0.000000
342	0	  0.025303	  0.099748	     -1.00	   4118.23	   4083.60	      3.34	      2.42	      7.01	      5.09	33.83	 4.543e-03	     -0.63	Gaussian	0.000000	0.000000
343	0	  0.024979	  0.066438	     -1.00	   2098.20	   1045.22	      4.31	      2.62	      9.06	      5.51	72.53	 5.160e-03	     -0.63	Gaussian	0.000000	0.000000
344	0	  0.025607	  0.091359	     -1.00	   4543.51	   2820.07	      3.11	      3.06	      6.54	      6.43	77.08	 6.264e-03	     -0.63	Gaussian	0.000000	0.000000
345	0	  0.026620	  0.101411	     -1.00	   3317.62	   2183.85	      1.77	      1.76	      3.73	      3.70	26.44	 8.958e-03	     -0.62	Gaussian	0.000000	0.000000
346	0	  0.026152	  0.132592	     -1.00	   3349.15	   2618.35	      4.25	      2.32	      8.93	      4.88	0.59	 9.677e-03	     -0.62	Gaussian	0.000000	0.000000
347	0	  0.026435	  0.181829	     -1.00	   3268.61	   2254.61	      2.04	      1.84	      4.28	      3.86	-85.94	 1.336e-03	     -0.62	Gaussian	0.000000	0.000000
348	0	  0.025898	  0.137200	     -1.00	    556.39	   1805.60	      2.42	      2.05	      5.09	      4.30	7.73	 1.593e-03	     -0.62	Gaussian	0.000000	0.000000
349	0	  0.026230	  0.172507	     -1.00	   1711.09	   1180.96	      2.07	      1.89	      4.36	      3.97	21.99	 1.398e-03	     -0.62	Gaussian	0.000000	0.000000
350	0	  0.026007	  0.147768	     -1.00	    600.45	   2145.89	      2.14	      2.14	      4.49	      4.49	66.96	 1.951e-03	     -0.62	Gaussian	0.000000	0.000000
351	0	  0.026034	  0.145368	     -1.00	    960.67	   3145.55	      2.15	      2.15	      4.51	      4.51	76.68	 1.696e-03	     -0.61	Gaussian	0.000000	0.000000
352	0	  0.026031	  0.146506	     -1.00	    958.64	   1548.55	      2.29	      1.99	      4.81	      4.18	15.00	 1.468e-03	     -0.61	Gaussian	0.000000	0.000000
353	0	  0.026447	  0.188044	     -1.00	   3202.92	   2670.73	      1.94	      1.82	      4.08	      3.83	85.87	 1.339e-03	     -0.61	Gaussian	0.000000	0.000000
354	0	  0.026019	  0.124508	     -1.00	   1808.07	   1152.29	      2.85	      2.38	      5.99	      5.01	75.51	 3.934e-03	     -0.61	Gaussian	0.000000	0.000000
355	0	  0.025687	  0.108017	     -1.00	     17.31	   3215.87	      2.63	      2.34	      5.52	      4.91	0.02	 1.746e-03	     -0.61	Gaussian	0.000000	0.000000
356	0	  0.026054	  0.158484	     -1.00	   1954.70	    153.85	      2.20	      1.90	      4.63	      4.00	29.81	 1.693e-03	     -0.61	Gaussian	0.000000	0.000000
357	0	  0.025595	  0.088393	     -1.00	    810.74	   2701.94	      2.74	      2.74	      5.75	      5.75	-78.14	 2.534e-03	     -0.61	Gaussian	0.000000	0.000000
358	0	  0.026250	  0.185113	     -1.00	   3338.63	   1337.67	      1.94	      1.84	      4.07	      3.88	75.87	 1.260e-03	     -0.61	Gaussian	0.000000	0.000000
359	0	  0.026092	  0.120361	     -1.00	   4667.07	   4075.48	      3.06	      2.49	      6.43	      5.23	7.80	 5.419e-03	     -0.61	Gaussian	0.000000	0.000000
360	0	  0.025196	  0.095239	     -1.00	   6029.45	   3757.51	      3.79	      3.63	      7.97	      7.63	11.07	 7.945e-03	     -0.61	Gaussian	0.000000	0.000000
361	0	  0.025871	  0.132610	     -1.00	   4155.05	    522.48	      2.49	      2.25	      5.24	      4.72	10.18	 3.182e-03	     -0.61	Gaussian	0.000000	0.000000
362	0	  0.026274	  0.183493	     -1.00	   2941.30	   3508.80	      1.93	      1.86	      4.06	      3.91	85.10	 1.320e-03	     -0.61	Gaussian	0.000000	0.000000
363	0	  0.026407	  0.183958	     -1.00	   1818.03	   2745.76	      1.89	      1.89	      3.97	      3.96	81.56	 1.478e-03	     -0.60	Gaussian	0.000000	0.000000
364	0	  0.026129	  0.162591	     -1.00	   2110.75	   4134.63	      2.06	      1.96	      4.33	      4.12	-80.06	 1.467e-03	     -0.60	Gaussian	0.000000	0.000000
365	0	  0.026466	  0.141196	     -1.00	   4210.52	   1223.59	      1.74	      1.61	      3.66	      3.38	71.72	 6.402e-03	     -0.60	Gaussian	0.000000	0.000000
366	0	  0.026121	  0.167084	     -1.00	   1499.91	   1639.91	      2.07	      1.88	      4.36	      3.95	18.81	 1.392e-03	     -0.60	Gaussian	0.000000	0.000000
367	0	  0.025674	  0.082801	     -1.00	   1023.75	   4146.01	      3.27	      3.24	      6.87	      6.81	-85.53	 3.725e-03	     -0.60	Gaussian	0.000000	0.000000
368	0	  0.026230	  0.123186	     -1.00	   2820.04	   3490.46	      3.75	      2.74	      7.88	      5.76	0.62	 8.706e-03	     -0.60	Gaussian	0.000000	0.000000
369	0	  0.025647	  0.126625	     -1.00	   4262.17	    191.50	      2.72	      2.14	      5.71	      4.49	46.57	 3.093e-03	     -0.60	Gaussian	0.000000	0.000000
370	0	  0.026103	  0.126914	     -1.00	   2714.07	   3713.55	      2.50	      2.26	      5.26	      4.75	4.69	 3.560e-03	     -0.60	Gaussian	0.000000	0.000000
371	0	  0.026049	  0.158965	     -1.00	   1098.92	   2221.72	      2.02	      2.02	      4.24	      4.24	61.12	 1.687e-03	     -0.60	Gaussian	0.000000	0.000000
372	0	  0.025858	  0.122231	     -1.00	   4897.21	   3728.39	      3.93	      2.46	      8.27	      5.17	11.22	 8.084e-03	     -0.60	Gaussian	0.000000	0.000000
373	0	  0.026004	  0.160632	     -1.00	   2289.12	    358.82	      2.14	      1.85	      4.50	      3.89	30.00	 1.400e-03	     -0.59	Gaussian	0.000000	0.000000
374	0	  0.024984	  0.063298	     -1.00	   2974.27	   3941.17	      4.35	      2.47	      9.15	      5.20	78.86	 4.824e-03	     -0.59	Gaussian	0.000000	0.000000
375	0	  0.025906	  0.164434	     -1.00	   5017.92	   3788.15	      2.13	      1.80	      4.47	      3.79	63.57	 1.424e-03	     -0.59	Gaussian	0.000000	0.000000
376	0	  0.025906	  0.091706	     -1.00	   2933.72	   3528.42	      3.39	      3.19	      7.13	      6.70	78.66	 6.411e-03	     -0.59	Gaussian	0.000000	0.000000
377	0	  0.026054	  0.171731	     -1.00	   5028.15	   2170.81	      1.97	      1.85	      4.15	      3.88	51.96	 1.351e-03	     -0.58	Gaussian	0.000000	0.000000
378	0	  0.026167	  0.113727	     -1.00	   3317.49	   3110.12	      1.44	      1.30	      3.02	      2.73	63.69	 9.194e-03	     -0.58	Gaussian	0.000000	0.000000
379	0	  0.025866	  0.146635	     -1.00	   3101.70	    135.15	      2.28	      1.87	      4.79	      3.92	37.60	 1.340e-03	     -0.58	Gaussian	0.000000	0.000000
380	0	  0.025743	  0.137570	     -1.00	   5122.36	    776.60	      2.35	      2.04	      4.95	      4.30	58.91	 1.692e-03	     -0.58	Gaussian	0.000000	0.000000
381	0	  0.026237	  0.082270	     -1.00	   1525.27	   1460.89	      1.72	      1.34	      3.62	      2.82	12.37	 9.480e-03	     -0.58	Gaussian	0.000000	0.000000
382	0	  0.025917	  0.124994	     -1.00	    900.41	   1102.52	      1.89	      1.66	      3.97	      3.49	15.81	 3.948e-03	     -0.58	Gaussian	0.000000	0.000000
383	0	  0.026239	  0.170713	     -1.00	   3371.22	   3557.92	      1.97	      1.82	      4.15	      3.83	76.28	 1.232e-03	     -0.57	Gaussian	0.000000	0.000000
384	0	  0.025973	  0.135171	     -1.00	   1011.58	   3182.94	      2.12	      2.12	      4.46	      4.46	47.24	 1.515e-03	     -0.57	Gaussian	0.000000	0.000000
385	0	  0.026194	  0.104792	     -1.00	   2257.21	   1325.52	      2.88	      2.44	      6.05	      5.13	8.14	 4.443e-03	     -0.57	Gaussian	0.000000	0.000000
386	0	  0.025449	  0.128379	     -1.00	   6181.32	    264.80	      2.53	      1.86	      5.32	      3.92	45.50	 1.738e-03	     -0.57	Gaussian	0.000000	0.000000
387	0	  0.024998	  0.068698	     -1.00	   1640.11	   3140.32	      4.04	      2.52	      8.49	      5.29	1.83	 4.512e-03	     -0.57	Gaussian	0.000000	0.000000
388	0	  0.025987	  0.093339	     -1.00	   3765.02	   1477.50	      3.41	      3.41	      7.17	      7.17	3.93	 7.377e-03	     -0.57	Gaussian	0.000000	0.000000
389	0	  0.025822	  0.160680	     -1.00	   5465.25	   2185.71	      2.04	      1.84	      4.29	      3.86	46.99	 1.346e-03	     -0.57	Gaussian	0.000000	0.000000
390	0	  0.024967	  0.064099	     -1.00	   3379.25	   4159.29	      4.39	      2.51	      9.22	      5.28	12.84	 4.959e-03	     -0.56	Gaussian	0.000000	0.000000
391	0	  0.025517	  0.081347	     -1.00	   1149.37	   1138.48	      3.68	      3.56	      7.74	      7.48	82.67	 6.209e-03	     -0.56	Gaussian	0.000000	0.000000
392	0	  0.026196	  0.161811	     -1.00	   3129.10	   2961.15	      1.92	      1.92	      4.04	      4.04	25.49	 1.253e-03	     -0.56	Gaussian	0.000000	0.000000
393	0	  0.026179	  0.135677	     -1.00	   2668.79	   2229.41	      2.51	      2.12	      5.27	      4.46	58.12	 2.596e-03	     -0.56	Gaussian	0.000000	0.000000
394	0	  0.025663	  0.122393	     -1.00	    336.55	   2113.04	      2.21	      2.21	      4.63	      4.63	64.71	 1.626e-03	     -0.56	Gaussian	0.000000	0.000000
395	0	  0.024423	  0.060615	     -1.00	   5978.38	   1218.33	      4.03	      2.54	      8.46	      5.34	62.76	 3.588e-03	     -0.56	Gaussian	0.000000	0.000000
396	0	  0.025459	  0.066020	     -1.00	   4268.04	    430.36	      3.81	      3.68	      8.02	      7.74	69.92	 6.626e-03	     -0.55	Gaussian	0.000000	0.000000
397	0	  0.026209	  0.108784	     -1.00	   3786.18	   4227.46	      2.75	      2.46	      5.78	      5.17	12.35	 3.830e-03	     -0.55	Gaussian	0.000000	0.000000
398	0	  0.026140	  0.164327	     -1.00	   3586.16	   1231.89	      1.94	      1.84	      4.07	      3.87	82.03	 1.228e-03	     -0.55	Gaussian	0.000000	0.000000
399	0	  0.025889	  0.148740	     -1.00	   5759.29	   2531.67	      2.15	      1.83	      4.52	      3.85	47.15	 1.464e-03	     -0.55	Gaussian	0.000000	0.000000
400	0	  0.026084	  0.153113	     -1.00	   4149.29	   2754.61	      2.00	      1.90	      4.19	      4.00	77.48	 1.117e-03	     -0.55	Gaussian	0.000000	0.000000
401	0	  0.024988	  0.058561	     -1.00	   2590.32	    671.39	      4.17	      2.53	      8.77	      5.32	70.86	 4.160e-03	     -0.55	Gaussian	0.000000	0.000000
402	0	  0.026258	  0.166443	     -1.00	   2078.05	   2340.71	      1.87	      1.86	      3.93	      3.92	29.53	 1.236e-03	     -0.55	Gaussian	0.000000	0.000000
403	0	  0.025844	  0.107824	     -1.00	   3470.18	    979.48	      3.73	      2.66	      7.84	      5.60	4.09	 7.321e-03	     -0.55	Gaussian	0.000000	0.000000
404	0	  0.026200	  0.168311	     -1.00	   3282.87	   3401.83	      1.90	      1.81	      4.00	      3.80	85.26	 1.284e-03	     -0.55	Gaussian	0.000000	0.000000
405	0	  0.026038	  0.161638	     -1.00	   3796.26	    859.67	      1.93	      1.85	      4.05	      3.89	66.05	 1.214e-03	     -0.55	Gaussian	0.000000	0.000000
406	0	  0.025705	  0.098348	     -1.00	   1772.18	   1392.58	      3.35	      2.29	      7.04	      4.82	32.92	 4.597e-03	     -0.55	Gaussian	0.000000	0.000000
407	0	  0.026158	  0.162053	     -1.00	   2034.94	   2648.70	      1.91	      1.86	      4.02	      3.90	70.31	 1.229e-03	     -0.55	Gaussian	0.000000	0.000000
408	0	  0.026113	  0.158982	     -1.00	   3386.87	   3869.62	      1.90	      1.90	      3.99	      3.99	-16.32	 1.311e-03	     -0.54	Gaussian	0.000000	0.000000
409	0	  0.025293	  0.102020	     -1.00	   2826.13	    223.44	      2.88	      2.14	      6.06	      4.51	52.36	 2.813e-03	     -0.54	Gaussian	0.000000	0.000000
410	0	  0.025978	  0.144269	     -1.00	   2177.46	    491.68	      2.11	      1.88	      4.43	      3.96	31.41	 1.195e-03	     -0.54	Gaussian	0.000000	0.000000
411	0	  0.024180	  0.140598	     -1.00	   4908.93	   4258.55	      2.19	      1.85	      4.60	      3.89	65.30	 6.197e-03	     -0.54	Gaussian	0.000000	0.000000
412	0	  0.025698	  0.105659	     -1.00	   4661.52	   1082.25	      3.11	      2.02	      6.54	      4.25	-11.98	 4.127e-03	     -0.54	Gaussian	0.000000	0.000000
413	0	  0.025413	  0.099641	     -1.00	     78.02	   1099.99	      2.52	      2.27	      5.29	      4.76	-9.28	 1.575e-03	     -0.54	Gaussian	0.000000	0.000000
414	0	  0.025863	  0.158526	     -1.00	   4869.90	    985.75	      1.98	      1.81	      4.16	      3.80	51.67	 1.226e-03	     -0.54	Gaussian	0.000000	0.000000
415	0	  0.026029	  0.160671	     -1.00	   4051.93	   1037.62	      1.88	      1.88	      3.95	      3.95	24.07	 1.209e-03	     -0.54	Gaussian	0.000000	0.000000
416	0	  0.025630	  0.087893	     -1.00	   6101.55	    698.07	      1.88	      1.67	      3.95	      3.51	76.70	 6.229e-03	     -0.54	Gaussian	0.000000	0.000000
417	0	  0.026033	  0.123642	     -1.00	   3242.82	    356.50	      3.05	      2.26	      6.42	      4.74	46.94	 4.425e-03	     -0.54	Gaussian	0.000000	0.000000
418	0	  0.025933	  0.080289	     -1.00	   3383.16	   3595.75	      4.27	      2.24	      8.98	      4.71	-65.58	 6.133e-03	     -0.54	Gaussian	0.000000	0.000000
419	0	  0.026267	  0.150771	     -1.00	   3483.27	   2143.62	      1.99	      1.88	      4.19	      3.94	84.30	 1.099e-03	     -0.54	Gaussian	0.000000	0.000000
420	0	  0.025859	  0.138557	     -1.00	   2198.96	    368.68	      2.14	      1.89	      4.50	      3.98	33.22	 1.274e-03	     -0.53	Gaussian	0.000000	0.000000
421	0	  0.026286	  0.150994	     -1.00	   2996.37	   2209.82	      2.00	      1.86	      4.21	      3.90	89.73	 1.111e-03	     -0.53	Gaussian	0.000000	0.000000
422	0	  0.025848	  0.151607	     -1.00	   4703.09	   1276.13	      2.00	      1.84	      4.21	      3.88	62.79	 1.155e-03	     -0.53	Gaussian	0.000000	0.000000
423	0	  0.025974	  0.119716	     -1.00	    619.22	   2658.67	      2.16	      2.16	      4.55	      4.55	76.11	 1.879e-03	     -0.53	Gaussian	0.000000	0.000000
424	0	  0.025406	  0.118473	     -1.00	   6294.11	   2910.44	      2.83	      2.15	      5.94	      4.51	-4.21	 3.613e-03	     -0.53	Gaussian	0.000000	0.000000
425	0	  0.026168	  0.108865	     -1.00	   3781.17	   2129.41	      3.63	      2.41	      7.63	      5.06	1.50	 6.341e-03	     -0.53	Gaussian	0.000000	0.000000
426	0	  0.025516	  0.141774	     -1.00	   5945.90	   2844.57	      2.14	      1.84	      4.49	      3.86	53.87	 1.311e-03	     -0.53	Gaussian	0.000000	0.000000
427	0	  0.025888	  0.147719	     -1.00	   2761.98	    173.61	      2.07	      1.81	      4.34	      3.80	38.50	 1.293e-03	     -0.53	Gaussian	0.000000	0.000000
428	0	  0.026197	  0.082880	     -1.00	   2503.71	   1284.00	      4.14	      3.83	      8.70	      8.04	74.08	 8.886e-03	     -0.53	Gaussian	0.000000	0.000000
429	0	  0.025183	  0.054190	     -1.00	    928.99	    333.93	      3.62	      3.47	      7.60	      7.30	6.66	 3.526e-03	     -0.53	Gaussian	0.000000	0.000000
430	0	  0.026219	  0.115281	     -1.00	   3215.09	   2317.53	      2.48	      2.28	      5.22	      4.79	5.74	 2.782e-03	     -0.53	Gaussian	0.000000	0.000000
431	0	  0.025898	  0.111932	     -1.00	   4531.10	   3986.68	      2.56	      2.23	      5.39	      4.68	25.28	 2.929e-03	     -0.53	Gaussian	0.000000	0.000000
432	0	  0.025519	  0.133297	     -1.00	   5484.92	    341.51	      2.23	      1.84	      4.69	      3.87	45.41	 1.337e-03	     -0.52	Gaussian	0.000000	0.000000
433	0	  0.026397	  0.075692	     -1.00	   1054.96	   1504.31	      4.12	      3.08	      8.66	      6.46	4.17	 6.242e-03	     -0.52	Gaussian	0.000000	0.000000
434	0	  0.026080	  0.152702	     -1.00	   3035.11	   3698.04	      1.89	      1.89	      3.98	      3.98	37.83	 1.269e-03	     -0.52	Gaussian	0.000000	0.000000
435	0	  0.025659	  0.109761	     -1.00	    546.12	   3468.70	      2.23	      2.23	      4.69	      4.69	-77.78	 1.434e-03	     -0.52	Gaussian	0.000000	0.000000
436	0	  0.025930	  0.135375	     -1.00	   1336.03	   2811.11	      2.05	      1.97	      4.31	      4.13	-6.77	 1.133e-03	     -0.52	Gaussian	0.000000	0.000000
437	0	  0.025757	  0.061061	     -1.00	   1556.86	    581.96	      1.75	      1.72	      3.67	      3.62	65.74	 7.361e-03	     -0.52	Gaussian	0.000000	0.000000
438	0	  0.025971	  0.152919	     -1.00	   4930.73	   2169.84	      1.96	      1.82	      4.11	      3.82	57.92	 1.150e-03	     -0.52	Gaussian	0.000000	0.000000
439	0	  0.025711	  0.099003	     -1.00	   3698.60	    554.17	      3.26	      2.65	      6.86	      5.57	81.94	 5.435e-03	     -0.52	Gaussian	0.000000	0.000000
440	0	  0.025372	  0.098451	     -1.00	     76.61	   1917.02	      2.33	      2.33	      4.90	      4.90	66.87	 1.576e-03	     -0.52	Gaussian	0.000000	0.000000
441	0	  0.025503	  0.096767	     -1.00	    336.48	    720.91	      2.35	      2.35	      4.95	      4.95	72.86	 1.752e-03	     -0.52	Gaussian	0.000000	0.000000
442	0	  0.025059	  0.050676	     -1.00	   4199.35	   1598.33	      4.56	      2.42	      9.57	      5.08	67.96	 3.970e-03	     -0.51	Gaussian	0.000000	0.000000
443	0	  0.025500	  0.091561	     -1.00	    497.34	   3946.44	      2.41	      2.41	      5.06	      5.06	-88.04	 1.396e-03	     -0.51	Gaussian	0.000000	0.000000
444	0	  0.025776	  0.093243	     -1.00	   4284.30	   3442.49	      3.14	      2.05	      6.60	      4.31	64.43	 3.414e-03	     -0.51	Gaussian	0.000000	0.000000
445	0	  0.025886	  0.115936	     -1.00	   1232.33	   3580.94	      2.46	      2.45	      5.18	      5.15	-86.24	 2.759e-03	     -0.51	Gaussian	0.000000	0.000000
446	0	  0.025188	  0.067039	     -1.00	    380.05	    654.28	      3.87	      3.11	      8.14	      6.54	4.55	 3.293e-03	     -0.51	Gaussian	0.000000	0.000000
447	0	  0.025723	  0.117580	     -1.00	   1061.67	    757.91	      2.32	      1.93	      4.87	      4.05	17.73	 1.384e-03	     -0.51	Gaussian	0.000000	0.000000
448	0	  0.025463	  0.127176	     -1.00	   5406.17	    360.76	      2.25	      1.83	      4.73	      3.85	38.35	 1.238e-03	     -0.51	Gaussian	0.000000	0.000000
449	0	  0.025658	  0.082618	     -1.00	   1593.45	    511.38	      2.86	      2.73	      6.01	      5.74	76.01	 2.734e-03	     -0.51	Gaussian	0.000000	0.000000
450	0	  0.025124	  0.070475	     -1.00	   5724.79	    426.32	      3.50	      3.46	      7.36	      7.26	-9.49	 5.253e-03	     -0.51	Gaussian	0.000000	0.000000
451	0	  0.025954	  0.139849	     -1.00	   4728.96	   2022.13	      2.01	      1.85	      4.23	      3.90	74.13	 1.072e-03	     -0.50	Gaussian	0.000000	0.000000
452	0	  0.025518	  0.089691	     -1.00	    955.67	   1122.28	      2.82	      2.62	      5.92	      5.52	-22.98	 2.713e-03	     -0.50	Gaussian	0.000000	0.000000
453	0	  0.026052	  0.145998	     -1.00	   3495.73	   3774.84	      1.99	      1.79	      4.18	      3.77	79.26	 1.115e-03	     -0.50	Gaussian	0.000000	0.000000
454	0	  0.026375	  0.144086	     -1.00	   3057.40	   1830.73	      1.95	      1.85	      4.11	      3.89	-88.30	 1.459e-03	     -0.50	Gaussian	0.000000	0.000000
455	0	  0.025746	  0.091188	     -1.00	   4662.36	   2001.51	      3.25	      2.55	      6.83	      5.35	8.42	 4.909e-03	     -0.50	Gaussian	0.000000	0.000000
456	0	  0.021002	  0.102653	     -1.00	   4739.87	     12.41	      2.44	      2.07	      5.12	      4.36	46.90	 9.205e-03	     -0.50	Gaussian	0.000000	0.000000
457	0	  0.026171	  0.149690	     -1.00	   2508.83	   3185.73	      1.90	      1.81	      3.99	      3.81	88.84	 1.093e-03	     -0.50	Gaussian	0.000000	0.000000
458	0	  0.025538	  0.108424	     -1.00	    900.30	    770.95	      2.18	      2.18	      4.58	      4.58	81.97	 1.448e-03	     -0.50	Gaussian	0.000000	0.000000
459	0	  0.025659	  0.075865	     -1.00	   4771.02	   3707.41	      3.46	      3.40	      7.27	      7.16	76.62	 6.168e-03	     -0.50	Gaussian	0.000000	0.000000
460	0	  0.025645	  0.086813	     -1.00	   5649.53	   3184.75	      3.51	      3.44	      7.38	      7.23	13.24	 6.813e-03	     -0.50	Gaussian	0.000000	0.000000
461	0	  0.025913	  0.130883	     -1.00	   1820.35	    934.97	      2.08	      1.88	      4.38	      3.95	31.57	 1.108e-03	     -0.50	Gaussian	0.000000	0.000000
462	0	  0.026045	  0.060578	     -1.00	   3006.12	   2001.07	      1.62	      1.58	      3.41	      3.32	65.21	 8.112e-03	     -0.50	Gaussian	0.000000	0.000000
463	0	  0.026084	  0.139056	     -1.00	   4288.16	   2709.83	      1.98	      1.86	      4.16	      3.90	73.10	 1.087e-03	     -0.50	Gaussian	0.000000	0.000000
464	0	  0.026338	  0.117998	     -1.00	   3789.01	   2630.18	      1.60	      1.35	      3.37	      2.83	88.45	 5.629e-03	     -0.50	Gaussian	0.000000	0.000000
465	0	  0.025922	  0.140560	     -1.00	   3195.92	    763.53	      1.97	      1.84	      4.14	      3.87	72.17	 1.010e-03	     -0.50	Gaussian	0.000000	0.000000
466	0	  0.026096	  0.129369	     -1.00	   1931.99	    946.11	      2.06	      1.91	      4.33	      4.01	37.30	 1.239e-03	     -0.49	Gaussian	0.000000	0.000000
467	0	  0.025550	  0.118044	     -1.00	   5704.65	    259.76	      2.34	      1.84	      4.93	      3.86	44.94	 1.375e-03	     -0.49	Gaussian	0.000000	0.000000
468	0	  0.025918	  0.111841	     -1.00	    906.67	   1000.67	      2.32	      1.96	      4.87	      4.11	12.98	 1.268e-03	     -0.49	Gaussian	0.000000	0.000000
469	0	  0.026221	  0.141102	     -1.00	   3275.58	   2421.83	      1.96	      1.83	      4.12	      3.85	88.81	 1.034e-03	     -0.49	Gaussian	0.000000	0.000000
470	0	  0.025758	  0.066608	     -1.00	   1821.08	    490.52	      3.53	      3.52	      7.42	      7.40	72.01	 5.727e-03	     -0.49	Gaussian	0.000000	0.000000
471	0	  0.026087	  0.142000	     -1.00	   2194.49	   2064.89	      1.90	      1.86	      4.00	      3.92	86.34	 1.041e-03	     -0.49	Gaussian	0.000000	0.000000
