# 2000 stars found using the following parameters:
# sigma=1.00 roundness=0.50 radius=5 relax=0 profile=0 minbeta=1.5 max_stars=2000 layer=0 minA=0.00 maxA=0.00 maxR=1.00
# star#	layer	B	A	beta	X	Y	FWHMx [px]	FWHMy [px]	FWHMx ["]	FWHMy ["]	angle	RMSE	mag	Profile	RA	Dec
291	0	  0.026711	  0.229163	     -1.00	   3276.93	   2083.65	      2.13	      2.09	      4.48	      4.40	-78.06	 2.531e-03	     -0.84	Gaussian	0.000000	0.000000
292	0	  0.026557	  0.217601	     -1.00	   3268.61	   2254.61	      2.40	      1.96	      5.05	      4.11	-82.37	 1.679e-03	     -0.84	Gaussian	0.000000	0.000000
293	0	  0.026537	  0.235261	     -1.00	   3785.92	   2570.39	      2.08	      2.08	      4.37	      4.37	6.01	 2.811e-03	     -0.83	Gaussian	0.000000	0.000000
294	0	  0.026536	  0.226345	     -1.00	   3202.91	   2670.70	      2.12	      2.12	      4.46	      4.46	38.42	 2.844e-03	     -0.83	Gaussian	0.000000	0.000000
295	0	  0.026030	  0.202705	     -1.00	   1098.90	   2221.78	      2.32	      2.16	      4.88	      4.53	-37.51	 1.638e-03	     -0.83	Gaussian	0.000000	0.000000
296	0	  0.025634	  0.142163	     -1.00	   1023.68	   4146.23	      3.04	      2.34	      6.38	      4.93	-55.03	 1.388e-03	     -0.83	Gaussian	0.000000	0.000000
297	0	  0.025980	  0.209227	     -1.00	   4667.06	   4075.44	      2.55	      1.83	      5.35	      3.86	69.39	 1.697e-03	     -0.83	Gaussian	0.000000	0.000000
298	0	  0.026801	  0.199743	     -1.00	   2285.42	   1189.79	      2.64	      2.64	      5.55	      5.54	34.43	 7.535e-03	     -0.83	Gaussian	0.000000	0.000000
299	0	  0.026082	  0.183826	     -1.00	   1808.06	   1152.36	      2.75	      2.41	      5.78	      5.06	8.33	 5.030e-03	     -0.82	Gaussian	0.000000	0.000000
300	0	  0.026265	  0.217844	     -1.00	   3338.61	   1337.67	      2.32	      1.97	      4.87	      4.14	-86.50	 1.492e-03	     -0.82	Gaussian	0.000000	0.000000
301	0	  0.026531	  0.211923	     -1.00	   3717.66	    516.29	      3.31	      2.39	      6.97	      5.02	-76.38	 9.142e-03	     -0.81	Gaussian	0.000000	0.000000
302	0	  0.026108	  0.227764	     -1.00	   2289.10	    358.83	      2.17	      1.98	      4.55	      4.15	56.83	 1.778e-03	     -0.81	Gaussian	0.000000	0.000000
303	0	  0.026284	  0.166197	     -1.00	   3291.99	   1158.43	      2.81	      2.40	      5.90	      5.04	0.90	 6.160e-03	     -0.81	Gaussian	0.000000	0.000000
304	0	  0.025400	  0.150188	     -1.00	   4897.11	   3728.30	      3.21	      2.20	      6.75	      4.63	63.94	 3.231e-03	     -0.80	Gaussian	0.000000	0.000000
305	0	  0.025991	  0.207421	     -1.00	   5449.69	   2429.69	      2.42	      1.92	      5.08	      4.04	61.52	 1.532e-03	     -0.80	Gaussian	0.000000	0.000000
306	0	  0.026433	  0.182738	     -1.00	   4398.12	   1887.31	      2.56	      2.43	      5.37	      5.11	28.04	 4.905e-03	     -0.80	Gaussian	0.000000	0.000000
307	0	  0.027829	  0.195508	     -1.00	   3377.52	   1751.91	      1.63	      1.45	      3.43	      3.05	78.33	 1.369e-02	     -0.80	Gaussian	0.000000	0.000000
308	0	  0.026143	  0.212854	     -1.00	   1499.90	   1639.93	      2.14	      2.08	      4.50	      4.38	-86.92	 1.694e-03	     -0.79	Gaussian	0.000000	0.000000
309	0	  0.026155	  0.185707	     -1.00	   2718.58	    938.28	      2.86	      1.99	      6.01	      4.19	3.42	 5.744e-03	     -0.79	Gaussian	0.000000	0.000000
310	0	  0.026671	  0.152858	     -1.00	   2820.04	   3490.32	      3.16	      2.27	      6.64	      4.78	1.95	 7.572e-03	     -0.79	Gaussian	0.000000	0.000000
311	0	  0.026249	  0.244770	     -1.00	   3027.07	    742.03	      2.07	      1.86	      4.36	      3.90	79.57	 1.694e-03	     -0.79	Gaussian	0.000000	0.000000
312	0	  0.026403	  0.211690	     -1.00	   3349.00	   2618.13	      2.01	      1.78	      4.23	      3.75	-89.31	 3.283e-03	     -0.78	Gaussian	0.000000	0.000000
313	0	  0.026231	  0.205840	     -1.00	   2320.86	   4023.58	      2.12	      2.12	      4.46	      4.46	31.89	 2.235e-03	     -0.78	Gaussian	0.000000	0.000000
314	0	  0.026302	  0.106076	     -1.00	   3371.55	   3558.25	      4.02	      3.76	      8.45	      7.89	13.02	 1.041e-02	     -0.78	Gaussian	0.000000	0.000000
315	0	  0.026946	  0.163256	     -1.00	   3821.73	   1504.77	      1.45	      1.35	      3.05	      2.85	72.24	 1.396e-02	     -0.78	Gaussian	0.000000	0.000000
316	0	  0.026361	  0.126890	     -1.00	   3487.03	   2806.04	      1.69	      1.60	      3.56	      3.37	70.87	 1.327e-02	     -0.78	Gaussian	0.000000	0.000000
317	0	  0.026530	  0.197964	     -1.00	   2963.37	   3678.34	      1.80	      1.64	      3.79	      3.46	83.56	 6.499e-03	     -0.78	Gaussian	0.000000	0.000000
318	0	  0.026122	  0.201141	     -1.00	   3386.87	   3869.65	      2.45	      1.86	      5.14	      3.92	83.00	 1.421e-03	     -0.77	Gaussian	0.000000	0.000000
319	0	  0.025900	  0.096081	     -1.00	   2116.29	   1828.36	      4.30	      3.81	      9.03	      8.01	8.63	 1.143e-02	     -0.77	Gaussian	0.000000	0.000000
320	0	  0.026149	  0.204688	     -1.00	   3282.87	   3401.83	      2.38	      1.87	      5.01	      3.93	87.25	 1.463e-03	     -0.77	Gaussian	0.000000	0.000000
321	0	  0.025261	  0.121985	     -1.00	     76.48	   1917.12	      2.72	      2.72	      5.72	      5.72	-77.12	 2.291e-03	     -0.77	Gaussian	0.000000	0.000000
322	0	  0.026208	  0.214075	     -1.00	   4462.88	   3608.46	      2.31	      1.82	      4.86	      3.82	71.40	 1.442e-03	     -0.76	Gaussian	0.000000	0.000000
323	0	  0.025652	  0.160672	     -1.00	   1011.57	   3183.05	      2.57	      2.18	      5.40	      4.58	-48.73	 1.280e-03	     -0.76	Gaussian	0.000000	0.000000
324	0	  0.025402	  0.135328	     -1.00	   3808.09	   3247.53	      3.00	      2.50	      6.31	      5.25	32.65	 4.849e-03	     -0.76	Gaussian	0.000000	0.000000
325	0	  0.026135	  0.220461	     -1.00	   4957.26	   1739.89	      2.16	      1.88	      4.55	      3.96	66.05	 1.654e-03	     -0.76	Gaussian	0.000000	0.000000
326	0	  0.025949	  0.182862	     -1.00	   5759.37	   2531.81	      2.59	      1.87	      5.45	      3.94	54.56	 1.698e-03	     -0.76	Gaussian	0.000000	0.000000
327	0	  0.026329	  0.148569	     -1.00	   4427.66	   2320.70	      3.01	      1.99	      6.32	      4.17	70.01	 2.703e-03	     -0.76	Gaussian	0.000000	0.000000
328	0	  0.024930	  0.079226	     -1.00	   2962.09	   1938.69	      4.23	      2.74	      8.88	      5.75	1.24	 6.225e-03	     -0.75	Gaussian	0.000000	0.000000
329	0	  0.026358	  0.198707	     -1.00	   2668.77	   2229.38	      2.28	      1.93	      4.78	      4.05	-85.48	 1.563e-03	     -0.75	Gaussian	0.000000	0.000000
330	0	  0.026220	  0.201365	     -1.00	   2503.64	   1284.06	      2.08	      2.08	      4.37	      4.37	17.01	 1.827e-03	     -0.74	Gaussian	0.000000	0.000000
331	0	  0.026074	  0.113832	     -1.00	   3243.03	    356.79	      1.81	      1.77	      3.79	      3.72	69.77	 1.141e-02	     -0.74	Gaussian	0.000000	0.000000
332	0	  0.025777	  0.117448	     -1.00	   4074.29	   2574.14	      3.45	      3.28	      7.25	      6.89	1.76	 6.515e-03	     -0.74	Gaussian	0.000000	0.000000
333	0	  0.025844	  0.141386	     -1.00	    619.20	   2658.76	      2.70	      2.27	      5.67	      4.77	-27.38	 1.764e-03	     -0.74	Gaussian	0.000000	0.000000
334	0	  0.026359	  0.203944	     -1.00	   1751.33	   1817.99	      1.70	      1.61	      3.57	      3.39	60.68	 5.995e-03	     -0.74	Gaussian	0.000000	0.000000
335	0	  0.027856	  0.117974	     -1.00	    637.65	   4083.63	      2.94	      2.49	      6.17	      5.22	-40.56	 7.521e-03	     -0.74	Gaussian	0.000000	0.000000
336	0	  0.026004	  0.177425	     -1.00	   2249.65	   3990.31	      2.45	      1.98	      5.14	      4.17	-84.76	 1.252e-03	     -0.74	Gaussian	0.000000	0.000000
337	0	  0.026342	  0.216594	     -1.00	   4262.20	    191.55	      1.86	      1.65	      3.90	      3.47	57.70	 4.434e-03	     -0.74	Gaussian	0.000000	0.000000
338	0	  0.026015	  0.208653	     -1.00	   4154.98	    522.45	      2.62	      2.61	      5.51	      5.48	30.83	 7.792e-03	     -0.74	Gaussian	0.000000	0.000000
339	0	  0.025869	  0.179738	     -1.00	   1556.73	    581.56	      2.34	      2.04	      4.92	      4.28	24.94	 1.617e-03	     -0.74	Gaussian	0.000000	0.000000
340	0	  0.026716	  0.160724	     -1.00	   1739.28	   3336.36	      1.57	      1.48	      3.30	      3.11	1.87	 1.099e-02	     -0.74	Gaussian	0.000000	0.000000
341	0	  0.025989	  0.207379	     -1.00	   2762.01	    173.61	      2.12	      1.93	      4.46	      4.06	59.97	 1.665e-03	     -0.73	Gaussian	0.000000	0.000000
342	0	  0.026056	  0.096284	     -1.00	   3016.80	    527.02	      1.82	      1.80	      3.82	      3.79	22.40	 1.198e-02	     -0.73	Gaussian	0.000000	0.000000
343	0	  0.026097	  0.189194	     -1.00	   4930.73	   2169.90	      2.32	      1.94	      4.87	      4.07	77.79	 1.457e-03	     -0.73	Gaussian	0.000000	0.000000
344	0	  0.026551	  0.172096	     -1.00	   3503.24	   2407.78	      1.53	      1.53	      3.22	      3.22	88.70	 1.086e-02	     -0.73	Gaussian	0.000000	0.000000
345	0	  0.026203	  0.101560	     -1.00	   3260.25	   2090.73	      3.64	      3.31	      7.65	      6.95	20.36	 8.604e-03	     -0.73	Gaussian	0.000000	0.000000
346	0	  0.025711	  0.170552	     -1.00	   5704.77	    259.83	      2.54	      1.96	      5.33	      4.11	40.72	 1.903e-03	     -0.73	Gaussian	0.000000	0.000000
347	0	  0.032384	  0.201475	     -1.00	   3137.54	   2149.79	      2.24	      1.87	      4.71	      3.92	-83.27	 3.043e-02	     -0.73	Gaussian	0.000000	0.000000
348	0	  0.025622	  0.118699	     -1.00	   6101.75	    698.09	      3.03	      2.99	      6.37	      6.28	73.35	 5.147e-03	     -0.73	Gaussian	0.000000	0.000000
349	0	  0.026190	  0.191275	     -1.00	   3035.11	   3698.09	      2.05	      1.97	      4.30	      4.13	88.30	 2.606e-03	     -0.73	Gaussian	0.000000	0.000000
350	0	  0.025031	  0.099055	     -1.00	   2078.06	   2340.61	      3.59	      2.43	      7.55	      5.11	22.44	 5.277e-03	     -0.73	Gaussian	0.000000	0.000000
351	0	  0.025657	  0.153727	     -1.00	    795.98	   1846.83	      2.51	      2.17	      5.28	      4.56	-1.26	 1.542e-03	     -0.72	Gaussian	0.000000	0.000000
352	0	  0.026124	  0.139840	     -1.00	   3470.11	    979.39	      3.05	      2.30	      6.42	      4.83	1.83	 6.055e-03	     -0.72	Gaussian	0.000000	0.000000
353	0	  0.026374	  0.188909	     -1.00	   2996.36	   2209.78	      2.32	      1.90	      4.87	      4.00	-86.52	 1.412e-03	     -0.72	Gaussian	0.000000	0.000000
354	0	  0.025748	  0.174931	     -1.00	   4531.08	   3986.77	      2.56	      1.86	      5.38	      3.91	72.34	 1.344e-03	     -0.72	Gaussian	0.000000	0.000000
355	0	  0.026651	  0.164766	     -1.00	   1055.02	   1504.19	      2.34	      2.16	      4.92	      4.54	2.01	 3.050e-03	     -0.72	Gaussian	0.000000	0.000000
356	0	  0.025813	  0.121849	     -1.00	    922.43	   2057.49	      3.15	      3.06	      6.61	      6.43	86.39	 5.880e-03	     -0.72	Gaussian	0.000000	0.000000
357	0	  0.026372	  0.120019	     -1.00	   3483.63	   2143.70	      3.36	      3.32	      7.07	      6.98	8.17	 8.412e-03	     -0.72	Gaussian	0.000000	0.000000
358	0	  0.026355	  0.193191	     -1.00	   2205.58	   2685.32	      2.72	      2.52	      5.72	      5.29	52.86	 6.480e-03	     -0.72	Gaussian	0.000000	0.000000
359	0	  0.025383	  0.118870	     -1.00	    336.40	    720.99	      2.63	      2.63	      5.53	      5.53	48.64	 2.280e-03	     -0.71	Gaussian	0.000000	0.000000
360	0	  0.026202	  0.188253	     -1.00	   3317.76	   3110.39	      2.29	      1.90	      4.82	      3.99	85.37	 1.370e-03	     -0.71	Gaussian	0.000000	0.000000
361	0	  0.026024	  0.183940	     -1.00	   1525.14	   1460.60	      2.11	      2.11	      4.44	      4.43	11.09	 1.522e-03	     -0.71	Gaussian	0.000000	0.000000
362	0	  0.025781	  0.090327	     -1.00	   5345.32	   2170.35	      4.15	      3.81	      8.72	      8.02	15.18	 1.010e-02	     -0.71	Gaussian	0.000000	0.000000
363	0	  0.026238	  0.186967	     -1.00	   3347.42	   3143.69	      2.28	      1.91	      4.78	      4.01	83.35	 1.254e-03	     -0.71	Gaussian	0.000000	0.000000
364	0	  0.025976	  0.195201	     -1.00	   4869.88	    985.75	      2.17	      1.90	      4.57	      4.00	67.33	 1.780e-03	     -0.71	Gaussian	0.000000	0.000000
365	0	  0.025868	  0.150369	     -1.00	   1048.70	   3011.38	      2.43	      2.20	      5.11	      4.63	-40.87	 1.402e-03	     -0.70	Gaussian	0.000000	0.000000
366	0	  0.026154	  0.168652	     -1.00	   2567.46	   1712.26	      2.51	      2.09	      5.28	      4.39	75.33	 2.317e-03	     -0.70	Gaussian	0.000000	0.000000
367	0	  0.025273	  0.112380	     -1.00	    140.28	   1697.96	      3.04	      2.34	      6.39	      4.93	-9.83	 1.365e-03	     -0.70	Gaussian	0.000000	0.000000
368	0	  0.025655	  0.101637	     -1.00	   4543.63	   2820.09	      4.36	      2.79	      9.16	      5.86	25.83	 7.933e-03	     -0.70	Gaussian	0.000000	0.000000
369	0	  0.026132	  0.204150	     -1.00	   2871.48	    682.77	      2.05	      1.91	      4.30	      4.02	72.45	 1.370e-03	     -0.70	Gaussian	0.000000	0.000000
370	0	  0.025911	  0.195960	     -1.00	   4267.88	    430.28	      2.15	      1.90	      4.51	      3.98	66.00	 1.442e-03	     -0.70	Gaussian	0.000000	0.000000
371	0	  0.025306	  0.100759	     -1.00	    211.72	   3289.39	      3.11	      2.54	      6.54	      5.34	-29.32	 1.438e-03	     -0.70	Gaussian	0.000000	0.000000
372	0	  0.026083	  0.176990	     -1.00	   3383.30	   3595.85	      2.39	      1.88	      5.02	      3.96	85.34	 1.299e-03	     -0.70	Gaussian	0.000000	0.000000
373	0	  0.025360	  0.092648	     -1.00	    810.55	   2702.03	      3.74	      2.30	      7.85	      4.83	-19.38	 1.158e-03	     -0.70	Gaussian	0.000000	0.000000
374	0	  0.026090	  0.206159	     -1.00	   3592.28	    649.68	      2.05	      1.86	      4.31	      3.90	65.27	 1.487e-03	     -0.69	Gaussian	0.000000	0.000000
375	0	  0.029778	  0.163747	     -1.00	   2358.60	    212.19	      3.32	      2.23	      6.97	      4.70	-82.64	 8.420e-03	     -0.69	Gaussian	0.000000	0.000000
376	0	  0.026467	  0.174755	     -1.00	   3057.40	   1830.70	      2.33	      1.90	      4.90	      4.00	-84.61	 1.599e-03	     -0.68	Gaussian	0.000000	0.000000
377	0	  0.025170	  0.090688	     -1.00	    497.30	   3946.64	      3.30	      2.58	      6.94	      5.43	-44.98	 1.168e-03	     -0.68	Gaussian	0.000000	0.000000
378	0	  0.026268	  0.171740	     -1.00	   3788.98	   2630.20	      1.94	      1.87	      4.07	      3.94	-89.00	 3.471e-03	     -0.68	Gaussian	0.000000	0.000000
379	0	  0.025461	  0.064320	     -1.00	     77.80	   1100.15	      2.01	      1.97	      4.23	      4.14	86.48	 7.818e-03	     -0.68	Gaussian	0.000000	0.000000
380	0	  0.025626	  0.126701	     -1.00	    556.38	   1805.65	      2.46	      2.46	      5.18	      5.18	-77.62	 1.959e-03	     -0.68	Gaussian	0.000000	0.000000
381	0	  0.025541	  0.131926	     -1.00	    671.17	   1416.58	      2.41	      2.41	      5.06	      5.06	77.81	 1.890e-03	     -0.68	Gaussian	0.000000	0.000000
382	0	  0.026152	  0.162550	     -1.00	   3275.57	   2421.82	      2.39	      1.96	      5.02	      4.12	-85.22	 1.108e-03	     -0.68	Gaussian	0.000000	0.000000
383	0	  0.026295	  0.192722	     -1.00	   4900.12	    992.04	      2.13	      1.85	      4.48	      3.89	60.99	 2.635e-03	     -0.67	Gaussian	0.000000	0.000000
384	0	  0.025458	  0.104097	     -1.00	    354.14	   2109.30	      3.33	      3.33	      7.00	      7.00	-83.95	 4.252e-03	     -0.67	Gaussian	0.000000	0.000000
385	0	  0.025925	  0.164627	     -1.00	   4702.44	   3769.82	      2.46	      1.87	      5.16	      3.93	66.66	 1.228e-03	     -0.67	Gaussian	0.000000	0.000000
386	0	  0.025645	  0.160145	     -1.00	   5017.94	   3788.17	      2.59	      1.82	      5.45	      3.83	65.80	 1.251e-03	     -0.67	Gaussian	0.000000	0.000000
387	0	  0.025213	  0.117165	     -1.00	   5940.24	     33.08	      3.54	      3.50	      7.44	      7.36	71.52	 6.578e-03	     -0.67	Gaussian	0.000000	0.000000
388	0	  0.025301	  0.108495	     -1.00	    427.86	   2968.89	      2.63	      2.63	      5.53	      5.53	-82.33	 1.680e-03	     -0.67	Gaussian	0.000000	0.000000
389	0	  0.026080	  0.187547	     -1.00	   4051.97	   1037.63	      2.14	      1.87	      4.50	      3.92	82.77	 1.380e-03	     -0.67	Gaussian	0.000000	0.000000
390	0	  0.025337	  0.125603	     -1.00	    929.02	    333.85	      2.78	      2.15	      5.84	      4.52	11.68	 1.337e-03	     -0.67	Gaussian	0.000000	0.000000
391	0	  0.025321	  0.145684	     -1.00	   6365.59	   2485.02	      2.73	      1.89	      5.74	      3.96	50.20	 1.398e-03	     -0.67	Gaussian	0.000000	0.000000
392	0	  0.026144	  0.170658	     -1.00	   4661.61	   1082.43	      2.04	      1.80	      4.28	      3.79	47.97	 3.197e-03	     -0.66	Gaussian	0.000000	0.000000
393	0	  0.025991	  0.133527	     -1.00	   2908.24	   3441.61	      2.46	      2.37	      5.16	      4.99	37.21	 2.954e-03	     -0.66	Gaussian	0.000000	0.000000
394	0	  0.025557	  0.160970	     -1.00	   5406.21	    360.80	      2.41	      1.91	      5.07	      4.02	43.98	 1.579e-03	     -0.66	Gaussian	0.000000	0.000000
395	0	  0.025827	  0.152817	     -1.00	   1168.68	   1329.91	      2.31	      2.10	      4.86	      4.42	12.34	 1.330e-03	     -0.66	Gaussian	0.000000	0.000000
396	0	  0.025740	  0.142544	     -1.00	   1949.62	   3956.88	      2.56	      2.03	      5.37	      4.27	-74.92	 1.063e-03	     -0.66	Gaussian	0.000000	0.000000
397	0	  0.025246	  0.106467	     -1.00	    228.32	   1964.45	      2.65	      2.62	      5.57	      5.51	-39.31	 1.769e-03	     -0.66	Gaussian	0.000000	0.000000
398	0	  0.026081	  0.093090	     -1.00	   5028.36	   2171.28	      3.95	      3.81	      8.31	      8.01	10.80	 9.670e-03	     -0.66	Gaussian	0.000000	0.000000
399	0	  0.026011	  0.132782	     -1.00	   4045.70	   1116.70	      2.78	      2.74	      5.83	      5.76	-30.13	 4.234e-03	     -0.66	Gaussian	0.000000	0.000000
400	0	  0.026289	  0.135440	     -1.00	   2257.09	   1325.40	      2.65	      2.39	      5.56	      5.03	8.33	 3.986e-03	     -0.66	Gaussian	0.000000	0.000000
401	0	  0.026145	  0.178392	     -1.00	   3765.04	   1477.78	      2.22	      1.85	      4.66	      3.89	-89.38	 1.375e-03	     -0.66	Gaussian	0.000000	0.000000
402	0	  0.025338	  0.142600	     -1.00	   6045.50	   1143.82	      2.64	      1.94	      5.55	      4.08	43.25	 1.456e-03	     -0.65	Gaussian	0.000000	0.000000
403	0	  0.025658	  0.106738	     -1.00	   5400.65	    458.94	      1.62	      1.47	      3.40	      3.08	69.62	 9.527e-03	     -0.65	Gaussian	0.000000	0.000000
404	0	  0.026134	  0.167932	     -1.00	   3001.02	   3123.53	      2.55	      2.54	      5.35	      5.34	4.21	 5.230e-03	     -0.65	Gaussian	0.000000	0.000000
405	0	  0.025390	  0.133298	     -1.00	   5218.44	   4125.18	      2.89	      1.89	      6.07	      3.96	64.22	 1.083e-03	     -0.65	Gaussian	0.000000	0.000000
406	0	  0.025502	  0.122608	     -1.00	   1232.32	   3581.04	      2.24	      1.90	      4.70	      3.99	-38.76	 2.931e-03	     -0.65	Gaussian	0.000000	0.000000
407	0	  0.025998	  0.138719	     -1.00	   2173.34	   2234.52	      2.50	      2.26	      5.25	      4.76	26.31	 3.267e-03	     -0.65	Gaussian	0.000000	0.000000
408	0	  0.025208	  0.082704	     -1.00	   5724.96	    426.04	      3.52	      3.44	      7.40	      7.24	76.55	 5.593e-03	     -0.65	Gaussian	0.000000	0.000000
409	0	  0.026153	  0.085072	     -1.00	   2341.12	   2587.80	      1.70	      1.65	      3.56	      3.48	72.43	 1.026e-02	     -0.65	Gaussian	0.000000	0.000000
410	0	  0.026032	  0.120664	     -1.00	   4570.59	    886.81	      3.64	      3.60	      7.65	      7.56	12.38	 1.086e-02	     -0.65	Gaussian	0.000000	0.000000
411	0	  0.024343	  0.051900	     -1.00	    974.07	    327.09	      5.16	      2.82	     10.85	      5.92	70.53	 4.091e-03	     -0.65	Gaussian	0.000000	0.000000
412	0	  0.026153	  0.092122	     -1.00	   4288.44	   2710.09	      3.61	      3.57	      7.58	      7.51	8.69	 7.084e-03	     -0.65	Gaussian	0.000000	0.000000
413	0	  0.025703	  0.130390	     -1.00	   3698.35	    554.05	      2.74	      2.41	      5.76	      5.06	7.44	 3.865e-03	     -0.64	Gaussian	0.000000	0.000000
414	0	  0.025679	  0.133634	     -1.00	   1009.97	   2867.60	      2.47	      2.16	      5.18	      4.54	-41.73	 1.156e-03	     -0.64	Gaussian	0.000000	0.000000
415	0	  0.025574	  0.137630	     -1.00	   4797.34	    425.26	      2.97	      2.49	      6.23	      5.24	60.23	 4.303e-03	     -0.64	Gaussian	0.000000	0.000000
416	0	  0.026216	  0.143022	     -1.00	   5393.42	   3455.67	      1.77	      1.52	      3.72	      3.19	69.07	 7.711e-03	     -0.64	Gaussian	0.000000	0.000000
417	0	  0.025815	  0.138818	     -1.00	   4118.26	   4083.61	      2.06	      1.94	      4.32	      4.07	-85.51	 3.230e-03	     -0.63	Gaussian	0.000000	0.000000
418	0	  0.026304	  0.157885	     -1.00	   2933.65	   3528.23	      2.47	      2.36	      5.20	      4.95	49.83	 3.550e-03	     -0.63	Gaussian	0.000000	0.000000
419	0	  0.025257	  0.061102	     -1.00	   1851.08	   2638.20	      4.31	      3.58	      9.06	      7.53	74.61	 6.597e-03	     -0.63	Gaussian	0.000000	0.000000
420	0	  0.025401	  0.100258	     -1.00	    799.10	   2098.61	      3.37	      3.21	      7.08	      6.75	5.51	 4.890e-03	     -0.63	Gaussian	0.000000	0.000000
421	0	  0.026579	  0.123345	     -1.00	   3013.79	   2376.78	      2.48	      2.26	      5.22	      4.75	55.70	 3.914e-03	     -0.63	Gaussian	0.000000	0.000000
422	0	  0.025889	  0.160258	     -1.00	   1772.34	   1392.82	      2.14	      2.01	      4.51	      4.23	86.98	 1.155e-03	     -0.63	Gaussian	0.000000	0.000000
423	0	  0.024774	  0.067377	     -1.00	   4503.28	    905.28	      4.53	      2.36	      9.52	      4.96	72.07	 4.844e-03	     -0.62	Gaussian	0.000000	0.000000
424	0	  0.025662	  0.150297	     -1.00	   5629.96	   1847.41	      2.07	      1.78	      4.34	      3.75	66.71	 2.580e-03	     -0.62	Gaussian	0.000000	0.000000
425	0	  0.026089	  0.147560	     -1.00	   1314.93	   2687.39	      2.24	      2.07	      4.71	      4.35	-61.15	 1.646e-03	     -0.62	Gaussian	0.000000	0.000000
426	0	  0.025528	  0.147554	     -1.00	   5484.93	    341.53	      2.39	      1.93	      5.02	      4.07	45.70	 1.497e-03	     -0.62	Gaussian	0.000000	0.000000
427	0	  0.026102	  0.128587	     -1.00	   3795.36	   1850.16	      2.81	      2.25	      5.91	      4.72	65.18	 2.921e-03	     -0.62	Gaussian	0.000000	0.000000
428	0	  0.025122	  0.112972	     -1.00	   2826.16	    223.42	      2.99	      2.16	      6.29	      4.54	54.83	 3.140e-03	     -0.62	Gaussian	0.000000	0.000000
429	0	  0.025604	  0.136924	     -1.00	   4975.36	    941.24	      2.62	      2.14	      5.51	      4.49	44.44	 2.260e-03	     -0.62	Gaussian	0.000000	0.000000
430	0	  0.025632	  0.131927	     -1.00	   2110.78	   4134.57	      2.53	      2.03	      5.31	      4.26	-79.65	 1.085e-03	     -0.62	Gaussian	0.000000	0.000000
431	0	  0.025526	  0.134854	     -1.00	   5649.27	   3184.57	      2.63	      1.90	      5.53	      3.98	55.21	 1.250e-03	     -0.62	Gaussian	0.000000	0.000000
432	0	  0.025855	  0.146318	     -1.00	   5417.10	   3351.41	      1.98	      1.91	      4.16	      4.01	80.30	 3.408e-03	     -0.61	Gaussian	0.000000	0.000000
433	0	  0.026010	  0.146604	     -1.00	   4970.65	   2730.39	      1.92	      1.62	      4.04	      3.40	67.69	 4.030e-03	     -0.61	Gaussian	0.000000	0.000000
434	0	  0.025215	  0.096793	     -1.00	    777.56	   3609.76	      2.93	      2.35	      6.17	      4.95	-46.63	 9.460e-04	     -0.61	Gaussian	0.000000	0.000000
435	0	  0.025735	  0.147055	     -1.00	   3992.26	    286.50	      2.49	      2.15	      5.24	      4.53	43.17	 2.632e-03	     -0.61	Gaussian	0.000000	0.000000
436	0	  0.025947	  0.135329	     -1.00	   3931.50	   2568.78	      2.44	      2.02	      5.12	      4.25	-89.16	 9.436e-04	     -0.61	Gaussian	0.000000	0.000000
437	0	  0.026122	  0.130119	     -1.00	   3707.00	   2772.40	      2.56	      2.51	      5.39	      5.28	0.96	 3.183e-03	     -0.61	Gaussian	0.000000	0.000000
438	0	  0.025813	  0.096917	     -1.00	   4080.76	   1538.33	      3.08	      2.96	      6.48	      6.23	78.89	 5.057e-03	     -0.61	Gaussian	0.000000	0.000000
439	0	  0.025923	  0.129162	     -1.00	   3239.40	   3539.16	      2.76	      2.12	      5.80	      4.46	64.63	 2.171e-03	     -0.61	Gaussian	0.000000	0.000000
440	0	  0.026190	  0.143263	     -1.00	   3835.86	   1980.51	      2.16	      2.16	      4.53	      4.53	29.18	 1.778e-03	     -0.61	Gaussian	0.000000	0.000000
441	0	  0.026003	  0.170788	     -1.00	   2097.90	   1499.38	      2.06	      1.89	      4.33	      3.96	83.94	 1.276e-03	     -0.61	Gaussian	0.000000	0.000000
442	0	  0.025001	  0.080011	     -1.00	    585.84	   3980.07	      3.27	      2.54	      6.87	      5.33	-48.04	 9.633e-04	     -0.61	Gaussian	0.000000	0.000000
443	0	  0.025855	  0.110688	     -1.00	   3394.01	   2819.32	      2.97	      2.80	      6.24	      5.89	13.01	 4.757e-03	     -0.61	Gaussian	0.000000	0.000000
444	0	  0.025144	  0.086635	     -1.00	    414.40	   3352.78	      3.13	      2.44	      6.57	      5.13	-38.23	 9.877e-04	     -0.61	Gaussian	0.000000	0.000000
445	0	  0.025470	  0.080446	     -1.00	   1711.11	   1180.47	      3.71	      3.69	      7.80	      7.75	17.83	 7.137e-03	     -0.61	Gaussian	0.000000	0.000000
446	0	  0.025338	  0.116310	     -1.00	   6328.42	   3299.27	      2.21	      1.96	      4.64	      4.13	64.43	 3.300e-03	     -0.60	Gaussian	0.000000	0.000000
447	0	  0.025074	  0.085698	     -1.00	     94.61	    907.58	      2.77	      2.77	      5.82	      5.82	79.18	 1.903e-03	     -0.60	Gaussian	0.000000	0.000000
